step,t,phi_body,Q_body,I_emit,I_body,I_escape,I_amb_e,I_amb_i,F_beam_N,F_beam_y_N,F_net_N,F_lorentz_z_N,F_lorentz_y_N,F_lorentz_beam_z_N,F_thrust_N,pct_body,pct_escape,pct_inflight,beam_escape_KE_mean
5200,1.908856e-07,1.224431e+01,7.267779e-12,3.421290e-04,0.000000e+00,3.415242e-04,3.073330e-04,0.000000e+00,1.274197e-08,-6.673104e-09,2.316171e-10,-1.789296e-09,-6.808473e-09,-1.633547e-09,1.453126e-08,0.0000,77.6196,22.3804,1.570482e+02
5300,1.945565e-07,1.247146e+01,7.402610e-12,3.394679e-04,0.000000e+00,3.408287e-04,3.027382e-04,0.000000e+00,1.271407e-08,-6.644448e-09,1.968582e-10,-1.798299e-09,-6.804413e-09,-1.631183e-09,1.451237e-08,0.0000,79.4839,20.5161,1.568631e+02
5400,1.982273e-07,1.281906e+01,7.608932e-12,3.431269e-04,0.000000e+00,3.426431e-04,2.869216e-04,0.000000e+00,1.279895e-08,-6.678125e-09,1.193820e-10,-1.800357e-09,-6.795953e-09,-1.630327e-09,1.459931e-08,0.0000,81.0405,18.9595,1.571654e+02
5500,2.018982e-07,1.326625e+01,7.874366e-12,3.435805e-04,0.000000e+00,3.395284e-04,2.712725e-04,0.000000e+00,1.269689e-08,-6.604375e-09,8.486722e-11,-1.789606e-09,-6.755809e-09,-1.621744e-09,1.448650e-08,0.0000,82.3040,17.6960,1.573015e+02
5600,2.055691e-07,1.381262e+01,8.198676e-12,3.439736e-04,0.000000e+00,3.414637e-04,2.556270e-04,0.000000e+00,1.278090e-08,-6.635497e-09,5.576947e-11,-1.783703e-09,-6.741144e-09,-1.626301e-09,1.456460e-08,0.0000,83.4308,16.5692,1.574787e+02
5700,2.092400e-07,1.440865e+01,8.552455e-12,3.426733e-04,0.000000e+00,3.400123e-04,2.462986e-04,0.000000e+00,1.272225e-08,-6.593300e-09,-3.179301e-12,-1.775340e-09,-6.694908e-09,-1.631918e-09,1.449759e-08,0.0000,84.4109,15.5891,1.572452e+02
5800,2.129108e-07,1.505717e+01,8.937397e-12,3.433688e-04,0.000000e+00,3.436107e-04,2.385051e-04,0.000000e+00,1.285545e-08,-6.665798e-09,-1.456054e-11,-1.757589e-09,-6.629351e-09,-1.630452e-09,1.461304e-08,0.0000,85.3277,14.6723,1.572630e+02
5900,2.165817e-07,1.570762e+01,9.323477e-12,3.403449e-04,0.000000e+00,3.431572e-04,2.351712e-04,0.000000e+00,1.281934e-08,-6.638411e-09,-4.725850e-11,-1.740095e-09,-6.568475e-09,-1.630745e-09,1.455943e-08,0.0000,86.1778,13.8222,1.567191e+02
6000,2.202526e-07,1.638223e+01,9.723903e-12,3.442760e-04,0.000000e+00,3.396494e-04,2.351942e-04,0.000000e+00,1.266499e-08,-6.575506e-09,-6.786985e-11,-1.725040e-09,-6.515894e-09,-1.629475e-09,1.439003e-08,0.0000,86.8337,13.1663,1.563150e+02
6100,2.239235e-07,1.699505e+01,1.008765e-11,3.386817e-04,0.000000e+00,3.430664e-04,2.395920e-04,0.000000e+00,1.276445e-08,-6.636997e-09,-1.057798e-10,-1.722423e-09,-6.480404e-09,-1.631138e-09,1.448688e-08,0.0000,87.5447,12.4553,1.557341e+02
